,Unnamed: 0,Unnamed: 0.1,imdb_title_id,original_title,year,genre,director,actors,avg_vote,cast_size,comb
2502,4104,4583,tt0462023,"romulus, my father",2007,"Biography, Drama",Richard Roxburgh,Eric Bana Franka Potente Marton Csokas Kodi Smit-McPhee Russell Dykstra Jacek Koman Alethea McGrath Terry Norris Esme Melville Nick Peace Geoffrey Graham Trevor Nesbitt Zoe Boesen Briega Young Laurie Jensen,6.6,15,"Richard Roxburgh Eric Bana Franka Potente Marton Csokas Kodi Smit-McPhee Russell Dykstra Jacek Koman Alethea McGrath Terry Norris Esme Melville Nick Peace Geoffrey Graham Trevor Nesbitt Zoe Boesen Briega Young Laurie Jensen Biography, Drama"
2503,4105,4584,tt0462033,stranded,2006,Drama,Stuart McDonald,Emma Lung Emily Browning Robert Morgan David Hoflin Nicki Wendt Ross Thompson Damien Richardson Kodi Smit-McPhee Casside Barlow Tracey Callander Maggie Miles Jessica Kearton Sarah Borg Sonya Suares Harry Chan,6.5,15,Stuart McDonald Emma Lung Emily Browning Robert Morgan David Hoflin Nicki Wendt Ross Thompson Damien Richardson Kodi Smit-McPhee Casside Barlow Tracey Callander Maggie Miles Jessica Kearton Sarah Borg Sonya Suares Harry Chan Drama
2504,4109,4589,tt0462200,black snake moan,2006,"Drama, Music",Craig Brewer,Samuel L. Jackson Christina Ricci Justin Timberlake S. Epatha Merkerson John Cothran David Banner Michael Raymond-James Adriane Lenox Kim Richards Neimus K. Williams Leonard L. Thomas Ruby Wilson Claude Phillips Amy Lavere Clare Grant,6.9,15,"Craig Brewer Samuel L. Jackson Christina Ricci Justin Timberlake S. Epatha Merkerson John Cothran David Banner Michael Raymond-James Adriane Lenox Kim Richards Neimus K. Williams Leonard L. Thomas Ruby Wilson Claude Phillips Amy Lavere Clare Grant Drama, Music"
2509,4123,4604,tt0462322,grindhouse,2007,"Action, Horror, Thriller","Robert Rodriguez, Eli Roth",Kurt Russell Zoë Bell Rosario Dawson Vanessa Ferlito Sydney Tamiia Poitier Tracie Thoms Rose McGowan Jordan Ladd Mary Elizabeth Winstead Quentin Tarantino Marcy Harriell Eli Roth Omar Doom Michael Bacall Monica Staggs,7.5,15,"Robert Rodriguez, Eli Roth Kurt Russell Zoë Bell Rosario Dawson Vanessa Ferlito Sydney Tamiia Poitier Tracie Thoms Rose McGowan Jordan Ladd Mary Elizabeth Winstead Quentin Tarantino Marcy Harriell Eli Roth Omar Doom Michael Bacall Monica Staggs Action, Horror, Thriller"
2511,4125,4606,tt0462338,the hoax,2006,"Comedy, Drama",Lasse Hallström,David Aaron Baker John Carter Judi Barton Raul S. Julia James Biberi Richard Gere Hope Davis Christopher Evan Welch Okwui Okpokwasili Alfred Molina Bob Wiltfong William Fowle Marcia Gay Harden Julie Delpy Antonie Knoppers,6.7,15,"Lasse Hallström David Aaron Baker John Carter Judi Barton Raul S. Julia James Biberi Richard Gere Hope Davis Christopher Evan Welch Okwui Okpokwasili Alfred Molina Bob Wiltfong William Fowle Marcia Gay Harden Julie Delpy Antonie Knoppers Comedy, Drama"
2513,4129,4610,tt0462373,joy division,2006,"Drama, War",Reg Traviss,Ed Stoppard Tom Schilling Bernadette Heerwagen Bernard Hill Lea Mornar Michelle Gayle Sean Chapman Sybille Gebhardt Bernard Kay Suzanne von Borsody Ricci Harnett Levente Törköly Marlon Kittel Dietrich Hollinderbäumer Gyula Benedek,6.2,15,"Reg Traviss Ed Stoppard Tom Schilling Bernadette Heerwagen Bernard Hill Lea Mornar Michelle Gayle Sean Chapman Sybille Gebhardt Bernard Kay Suzanne von Borsody Ricci Harnett Levente Törköly Marlon Kittel Dietrich Hollinderbäumer Gyula Benedek Drama, War"
2514,4133,4615,tt0462421,mentor,2006,Drama,David Langlitz,Rutger Hauer Matthew Davis Dagmara Dominczyk Susan Misner Matt Servitto Peter Scolari Lynn Chen Isabel Glasser Lawrence Pressman Ronald Guttman Mike Carlsen Dennis T. Carnegie Dave Cooperman Darrel Cox Irene Glezos,6.2,15,David Langlitz Rutger Hauer Matthew Davis Dagmara Dominczyk Susan Misner Matt Servitto Peter Scolari Lynn Chen Isabel Glasser Lawrence Pressman Ronald Guttman Mike Carlsen Dennis T. Carnegie Dave Cooperman Darrel Cox Irene Glezos Drama
2515,4135,4617,tt0462465,outlander,2008,"Action, Adventure, Sci-Fi",Howard McCain,Jim Caviezel Sophia Myles Jack Huston John Hurt Cliff Saunders Patrick Stevenson Aidan Devine Ron Perlman Bailey Maughan John Nelles James Preston Rogers Scott Owen Petra Prazak Owen Pattison Matt Cooke,6.2,15,"Howard McCain Jim Caviezel Sophia Myles Jack Huston John Hurt Cliff Saunders Patrick Stevenson Aidan Devine Ron Perlman Bailey Maughan John Nelles James Preston Rogers Scott Owen Petra Prazak Owen Pattison Matt Cooke Action, Adventure, Sci-Fi"
2516,4136,4619,tt0462477,the last hangman,2005,"Biography, Crime, Drama",Adrian Shergold,Ann Bell Simon Armstrong Nicholas Blane Clive Brunt Cavan Clerkin James Corden Marie Critchley Neil Fitzmaurice Keiran Flynn Clive Francis Christopher Fulford Frances Shergold Lizzie Hopley Peter Jonfield Bernard Kay,7.4,15,"Adrian Shergold Ann Bell Simon Armstrong Nicholas Blane Clive Brunt Cavan Clerkin James Corden Marie Critchley Neil Fitzmaurice Keiran Flynn Clive Francis Christopher Fulford Frances Shergold Lizzie Hopley Peter Jonfield Bernard Kay Biography, Crime, Drama"
2517,4137,4620,tt0462485,poultrygeist: night of the chicken dead,2006,"Comedy, Horror, Musical",Lloyd Kaufman,Jason Yachanin Kate Graham Allyson Sereboff Robin L. Watkins Joshua Olatunde Caleb Emerson Rose Ghavami Khalid Rivera Joe Fleishaker Lloyd Kaufman Ron Jeremy Faith Sheehan John Karyus Tessa Lew Brian Cheverie,6.1,15,"Lloyd Kaufman Jason Yachanin Kate Graham Allyson Sereboff Robin L. Watkins Joshua Olatunde Caleb Emerson Rose Ghavami Khalid Rivera Joe Fleishaker Lloyd Kaufman Ron Jeremy Faith Sheehan John Karyus Tessa Lew Brian Cheverie Comedy, Horror, Musical"
2518,4139,4622,tt0462499,rambo,2008,"Action, Thriller",Sylvester Stallone,Sylvester Stallone Julie Benz Matthew Marsden Graham McTavish Reynaldo Gallegos Jake La Botz Tim Kang Maung Maung Khin Paul Schulze Cameron Pearson Thomas Peterson Tony Skarberg James With Kasikorn Niyompattana Shaliew 'Lek' Bamrungbun,7.0,15,"Sylvester Stallone Sylvester Stallone Julie Benz Matthew Marsden Graham McTavish Reynaldo Gallegos Jake La Botz Tim Kang Maung Maung Khin Paul Schulze Cameron Pearson Thomas Peterson Tony Skarberg James With Kasikorn Niyompattana Shaliew 'Lek' Bamrungbun Action, Thriller"
2519,4140,4623,tt0462504,rescue dawn,2006,"Action, Biography, Drama",Werner Herzog,Christian Bale Zach Grenier Marshall Bell Toby Huss Pat Healy GQ James Aaron Oliver Brad Carr Saichia Wongwiroj François Chau Teerawat Mulvilai Yuttana Muenwaja Kriangsak Ming-olo Somkuan 'Kuan' Siroon Chorn Solyda,7.3,15,"Werner Herzog Christian Bale Zach Grenier Marshall Bell Toby Huss Pat Healy GQ James Aaron Oliver Brad Carr Saichia Wongwiroj François Chau Teerawat Mulvilai Yuttana Muenwaja Kriangsak Ming-olo Somkuan 'Kuan' Siroon Chorn Solyda Action, Biography, Drama"
2521,4144,4627,tt0462538,the simpsons movie,2007,"Animation, Adventure, Comedy",David Silverman,Dan Castellaneta Julie Kavner Nancy Cartwright Yeardley Smith Hank Azaria Harry Shearer Pamela Hayden Tress MacNeille Albert Brooks Karl Wiedergott Marcia Wallace Russi Taylor Maggie Roswell Phil Rosenthal Billie Joe Armstrong,7.3,15,"David Silverman Dan Castellaneta Julie Kavner Nancy Cartwright Yeardley Smith Hank Azaria Harry Shearer Pamela Hayden Tress MacNeille Albert Brooks Karl Wiedergott Marcia Wallace Russi Taylor Maggie Roswell Phil Rosenthal Billie Joe Armstrong Animation, Adventure, Comedy"
2523,4148,4632,tt0462590,step up,2006,"Crime, Drama, Music",Anne Fletcher,Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario Drew Sidora Rachel Griffiths Josh Henderson Tim Lacatena Alyson Stoner Heavy D Deirdre Lovejoy Jane Beard Richard Pelzman Carlyncia S. Peck,6.5,15,"Anne Fletcher Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario Drew Sidora Rachel Griffiths Josh Henderson Tim Lacatena Alyson Stoner Heavy D Deirdre Lovejoy Jane Beard Richard Pelzman Carlyncia S. Peck Crime, Drama, Music"
2526,4156,4642,tt0463854,28 weeks later,2007,"Action, Horror, Sci-Fi",Juan Carlos Fresnadillo,Robert Carlyle Rose Byrne Jeremy Renner Harold Perrineau Catherine McCormack Idris Elba Imogen Poots Mackintosh Muggleton Amanda Walker Shahid Ahmed Garfield Morgan Emily Beecham Jordan El-Balawi Meghan Popiel Stewart Alexander,7.0,15,"Juan Carlos Fresnadillo Robert Carlyle Rose Byrne Jeremy Renner Harold Perrineau Catherine McCormack Idris Elba Imogen Poots Mackintosh Muggleton Amanda Walker Shahid Ahmed Garfield Morgan Emily Beecham Jordan El-Balawi Meghan Popiel Stewart Alexander Action, Horror, Sci-Fi"
2529,4164,4650,tt0463998,freedom writers,2007,"Biography, Crime, Drama",Richard LaGravenese,Hilary Swank Patrick Dempsey Scott Glenn Imelda Staunton April Hernandez Castillo Mario Kristin Herrera Jaclyn Ngan Sergio Montalvo Jason Finn Deance Wyatt Vanetta Smith Gabriel Chavarria Hunter Parrish Antonio García,7.5,15,"Richard LaGravenese Hilary Swank Patrick Dempsey Scott Glenn Imelda Staunton April Hernandez Castillo Mario Kristin Herrera Jaclyn Ngan Sergio Montalvo Jason Finn Deance Wyatt Vanetta Smith Gabriel Chavarria Hunter Parrish Antonio García Biography, Crime, Drama"
2530,4167,4653,tt0464041,the lazarus project,2008,"Drama, Mystery, Thriller",John Glenn,Paul Walker Piper Perabo Brooklynn Proulx Bob Gunton Lambert Wilson Linda Cardellini Tony Curran Malcolm Goodwin Ross McMillan Aaron Hughes Sean Skene John Callander Shawn Hatosy Alex Sol Peter Jordan,6.1,15,"John Glenn Paul Walker Piper Perabo Brooklynn Proulx Bob Gunton Lambert Wilson Linda Cardellini Tony Curran Malcolm Goodwin Ross McMillan Aaron Hughes Sean Skene John Callander Shawn Hatosy Alex Sol Peter Jordan Drama, Mystery, Thriller"
2531,4168,4654,tt0464049,the history boys,2006,"Comedy, Drama, Romance",Nicholas Hytner,Samuel Anderson James Corden Stephen Campbell Moore Richard Griffiths Frances de la Tour Andrew Knott Russell Tovey Jamie Parker Dominic Cooper Samuel Barnett Sacha Dhawan Clive Merrison Penelope Wilton Adrian Scarborough Georgia Taylor,6.8,15,"Nicholas Hytner Samuel Anderson James Corden Stephen Campbell Moore Richard Griffiths Frances de la Tour Andrew Knott Russell Tovey Jamie Parker Dominic Cooper Samuel Barnett Sacha Dhawan Clive Merrison Penelope Wilton Adrian Scarborough Georgia Taylor Comedy, Drama, Romance"
2534,4175,4662,tt0464105,man push cart,2005,Drama,Ramin Bahrani,Ahmad Razvi Leticia Dolera Charles Daniel Sandoval Ali Reza Farooq 'Duke' Muhammad Panicker Upendran Arun Lal Razia Mujahid Hassan Razvi Mustafa Razvi Altaf Houssein Bill Lewis Abdelrahma Abdelaziz Ronak Ricky Patel Shaana Levy,7.0,15,Ramin Bahrani Ahmad Razvi Leticia Dolera Charles Daniel Sandoval Ali Reza Farooq 'Duke' Muhammad Panicker Upendran Arun Lal Razia Mujahid Hassan Razvi Mustafa Razvi Altaf Houssein Bill Lewis Abdelrahma Abdelaziz Ronak Ricky Patel Shaana Levy Drama
2535,4178,4666,tt0464196,severance,2006,"Comedy, Horror, Thriller",Christopher Smith,Toby Stephens Claudie Blakley Andy Nyman Babou Ceesay Tim McInnerny Laura Harris Danny Dyer David Gilliam Julianna Drajkó Judit Viktor Sándor Boros Levente Törköly János Oláh Attila Ferencz Bela Kasi,6.5,15,"Christopher Smith Toby Stephens Claudie Blakley Andy Nyman Babou Ceesay Tim McInnerny Laura Harris Danny Dyer David Gilliam Julianna Drajkó Judit Viktor Sándor Boros Levente Törköly János Oláh Attila Ferencz Bela Kasi Comedy, Horror, Thriller"
2536,4180,4668,tt0464907,the boys & girls guide to getting down,2006,Comedy,Paul Sapiano,Cricket Leigh Kat Turner John McGarr Natalie Taylor Dominique Purdy El Raziel Steve Monroe Michael FitzGibbon Leyla Milani Selena Fara Juan Pacheco Brendan McNamara Davin Anderson Justin Cotta Richard Blair,6.6,15,Paul Sapiano Cricket Leigh Kat Turner John McGarr Natalie Taylor Dominique Purdy El Raziel Steve Monroe Michael FitzGibbon Leyla Milani Selena Fara Juan Pacheco Brendan McNamara Davin Anderson Justin Cotta Richard Blair Comedy
2537,4182,4670,tt0465234,national treasure: book of secrets,2007,"Action, Adventure, Mystery",Jon Turteltaub,Nicolas Cage Justin Bartha Diane Kruger Jon Voight Helen Mirren Ed Harris Harvey Keitel Bruce Greenwood Ty Burrell Michael Maize Timothy V. Murphy Alicia Coppola Armando Riesco Albert Hall Joel Gretsch,6.5,15,"Jon Turteltaub Nicolas Cage Justin Bartha Diane Kruger Jon Voight Helen Mirren Ed Harris Harvey Keitel Bruce Greenwood Ty Burrell Michael Maize Timothy V. Murphy Alicia Coppola Armando Riesco Albert Hall Joel Gretsch Action, Adventure, Mystery"
2539,4185,4673,tt0465430,the cottage,2008,"Comedy, Crime, Horror",Paul Andrew Williams,Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman Cat Meacher Danny Nussbaum Logan Wong Jonathan Chan-Pensley Simon Schatzberger Doug Bradley Dave Legeno Katy Murphy Georgia Groome Eden Watson,6.1,15,"Paul Andrew Williams Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman Cat Meacher Danny Nussbaum Logan Wong Jonathan Chan-Pensley Simon Schatzberger Doug Bradley Dave Legeno Katy Murphy Georgia Groome Eden Watson Comedy, Crime, Horror"
2540,4187,4675,tt0465436,december boys,2007,"Drama, Romance",Rod Hardy,Daniel Radcliffe Lee Cormie Christian Byers James Fraser Jack Thompson Teresa Palmer Sullivan Stapleton Victoria Hill Max Cullen Kris McQuade Ralph Cotterill Frank Gallacher Paul Blackwell Judi Farr Carmel Johnson,6.5,15,"Rod Hardy Daniel Radcliffe Lee Cormie Christian Byers James Fraser Jack Thompson Teresa Palmer Sullivan Stapleton Victoria Hill Max Cullen Kris McQuade Ralph Cotterill Frank Gallacher Paul Blackwell Judi Farr Carmel Johnson Drama, Romance"
2542,4191,4679,tt0465494,hitman,2007,"Action, Crime, Thriller",Xavier Gens,Timothy Olyphant Dougray Scott Olga Kurylenko Robert Knepper Ulrich Thomsen Henry Ian Cusick Michael Offei Christian Erickson Eriq Ebouaney Joe Sheridan James Faulkner Jean-Marc Bellu Nicky Naudé Abdou Sagna Ilya Nikitenko,6.3,15,"Xavier Gens Timothy Olyphant Dougray Scott Olga Kurylenko Robert Knepper Ulrich Thomsen Henry Ian Cusick Michael Offei Christian Erickson Eriq Ebouaney Joe Sheridan James Faulkner Jean-Marc Bellu Nicky Naudé Abdou Sagna Ilya Nikitenko Action, Crime, Thriller"
2544,4193,4681,tt0465509,jumping off bridges,2006,Drama,Kat Candler,Bryan Chafin Michael Emerson Glen Powell Katie Lemon Savannah Welch Michael D. Conway Anne Nabors Leslie Langee Rhett Wilkins Leslie Powell Buckner Cooke Tony Gibson Cynthia Huerta Dora Madison Ryane Mahaney,7.0,15,Kat Candler Bryan Chafin Michael Emerson Glen Powell Katie Lemon Savannah Welch Michael D. Conway Anne Nabors Leslie Langee Rhett Wilkins Leslie Powell Buckner Cooke Tony Gibson Cynthia Huerta Dora Madison Ryane Mahaney Drama
2545,4195,4683,tt0465538,michael clayton,2007,"Crime, Drama, Mystery",Tony Gilroy,Tom Wilkinson Michael O'Keefe Sydney Pollack Danielle Skraastad Tilda Swinton George Clooney Wai Chan Alberto Vazquez Brian Koppelman Tom McCarthy Denis O'Hare Julie White Austin Williams Jennifer Van Dyck Frank Wood,7.2,15,"Tony Gilroy Tom Wilkinson Michael O'Keefe Sydney Pollack Danielle Skraastad Tilda Swinton George Clooney Wai Chan Alberto Vazquez Brian Koppelman Tom McCarthy Denis O'Hare Julie White Austin Williams Jennifer Van Dyck Frank Wood Crime, Drama, Mystery"
2546,4196,4684,tt0465551,notes on a scandal,2006,"Crime, Drama, Romance",Richard Eyre,Judi Dench Cate Blanchett Tom Georgeson Michael Maloney Joanna Scanlan Shaun Parkes Emma Kennedy Syreeta Kumar Andrew Simpson Phil Davis Wendy Nottingham Tameka Empson Leon Skinner Bill Nighy Juno Temple,7.4,15,"Richard Eyre Judi Dench Cate Blanchett Tom Georgeson Michael Maloney Joanna Scanlan Shaun Parkes Emma Kennedy Syreeta Kumar Andrew Simpson Phil Davis Wendy Nottingham Tameka Empson Leon Skinner Bill Nighy Juno Temple Crime, Drama, Romance"
2547,4198,4686,tt0465602,shoot 'em up,2007,"Action, Thriller",Michael Davis,Clive Owen Paul Giamatti Monica Bellucci Stephen McHattie Greg Bryk Daniel Pilon Sidney Mende-Gibson Lucas Mende-Gibson Kaylyn Yellowlees Ramona Pringle Julian Richings Tony Munch Scott McCord Wiley M. Pickett Stephen R. Hart,6.7,15,"Michael Davis Clive Owen Paul Giamatti Monica Bellucci Stephen McHattie Greg Bryk Daniel Pilon Sidney Mende-Gibson Lucas Mende-Gibson Kaylyn Yellowlees Ramona Pringle Julian Richings Tony Munch Scott McCord Wiley M. Pickett Stephen R. Hart Action, Thriller"
2549,4203,4691,tt0465670,wilderness,2006,Horror,M.J. Bassett,Sean Pertwee Alex Reid Toby Kebbell Stephen Wight Luke Neal Ben McKay Lenora Crichlow Karly Greene Adam Deacon Richie Campbell Stephen Don John Travers George Shane Gordon Fulton John Rea,6.1,15,M.J. Bassett Sean Pertwee Alex Reid Toby Kebbell Stephen Wight Luke Neal Ben McKay Lenora Crichlow Karly Greene Adam Deacon Richie Campbell Stephen Don John Travers George Shane Gordon Fulton John Rea Horror
2551,4206,4694,tt0466399,ten canoes,2006,"Adventure, Comedy, Drama","Rolf de Heer, Peter Djigirr",Crusoe Kurddal Jamie Gulpilil Richard Birrinbirrin Peter Minygululu Frances Djulibing David Gulpilil Sonia Djarrabalminym Cassandra Malangarri Baker Philip Gudthaykudthay Peter Djigirr Michael Dawu Bobby Bunungurr Johnny Buniyira Billy Black Steven Wilinydjanu Maliburr,7.0,15,"Rolf de Heer, Peter Djigirr Crusoe Kurddal Jamie Gulpilil Richard Birrinbirrin Peter Minygululu Frances Djulibing David Gulpilil Sonia Djarrabalminym Cassandra Malangarri Baker Philip Gudthaykudthay Peter Djigirr Michael Dawu Bobby Bunungurr Johnny Buniyira Billy Black Steven Wilinydjanu Maliburr Adventure, Comedy, Drama"
2552,4207,4695,tt0466456,midsummer madness,2007,"Comedy, Drama, Romance",Alexander Hahn,Orlando Wells Gundars Abolins Maria de Medeiros Dominique Pinon Chulpan Khamatova Tobias Moretti Detlev Buck Roland Düringer Birgit Minichmayr Daniil Spivakovskiy Aurelija Anuzhite Yevgeni Sitokhin Victor McGuire Benito Sambo Peter Faerber,6.1,15,"Alexander Hahn Orlando Wells Gundars Abolins Maria de Medeiros Dominique Pinon Chulpan Khamatova Tobias Moretti Detlev Buck Roland Düringer Birgit Minichmayr Daniil Spivakovskiy Aurelija Anuzhite Yevgeni Sitokhin Victor McGuire Benito Sambo Peter Faerber Comedy, Drama, Romance"
2553,4209,4697,tt0466561,karaula,2006,"Comedy, Drama",Rajko Grlic,Toni Gojanovic Sergej Trifunovic Emir Hadzihafizbegovic Verica Nedeska Bogdan Diklic Miodrag Fisekovic Franjo Dijak Petre Arsovski Tadej Troha Zoran Ljutkov Igor Bencina Selim Sendzul Almedin Leleta Hrvoje Keckes Halid Beslic,7.6,15,"Rajko Grlic Toni Gojanovic Sergej Trifunovic Emir Hadzihafizbegovic Verica Nedeska Bogdan Diklic Miodrag Fisekovic Franjo Dijak Petre Arsovski Tadej Troha Zoran Ljutkov Igor Bencina Selim Sendzul Almedin Leleta Hrvoje Keckes Halid Beslic Comedy, Drama"
2558,4216,4704,tt0466816,hallam foe,2007,"Drama, Mystery, Romance",David Mackenzie,Jamie Bell Ruth Milne John Paul Lawler Claire Forlani Lucy Holt Ciarán Hinds Malcolm Shields John Comerford Gerry Cleary Paul Blair Neil McKinven Sophia Myles Jamie Sives Maurice Roëves Stuart Hepburn,7.0,15,"David Mackenzie Jamie Bell Ruth Milne John Paul Lawler Claire Forlani Lucy Holt Ciarán Hinds Malcolm Shields John Comerford Gerry Cleary Paul Blair Neil McKinven Sophia Myles Jamie Sives Maurice Roëves Stuart Hepburn Drama, Mystery, Romance"
2560,4219,4707,tt0466856,atl,2006,"Comedy, Crime, Drama",Chris Robinson,Greg Andrews Monica Brandon Bernard Benton Adam Boyer April Clark Albert Daniels Steven R. Ewing Alvin Lee Fleming Big Gipp Bart Hansard T.I. Khadijah Haqq Malika Haqq Bone Crusher Monique Harris,6.1,15,"Chris Robinson Greg Andrews Monica Brandon Bernard Benton Adam Boyer April Clark Albert Daniels Steven R. Ewing Alvin Lee Fleming Big Gipp Bart Hansard T.I. Khadijah Haqq Malika Haqq Bone Crusher Monique Harris Comedy, Crime, Drama"
2561,4220,4708,tt0466893,margaret,2011,Drama,Kenneth Lonergan,Anna Paquin J. Smith-Cameron Mark Ruffalo Jeannie Berlin Jean Reno Sarah Steele John Gallagher Jr. Cyrus Hernstadt Allison Janney Kieran Culkin Matt Damon Stephen Adly Guirgis Betsy Aidem Adam Rose Nick Grodin,6.4,15,Kenneth Lonergan Anna Paquin J. Smith-Cameron Mark Ruffalo Jeannie Berlin Jean Reno Sarah Steele John Gallagher Jr. Cyrus Hernstadt Allison Janney Kieran Culkin Matt Damon Stephen Adly Guirgis Betsy Aidem Adam Rose Nick Grodin Drama
